foodId,brandName,productName,petType,kcal_100g,proteinG,fatG,carbohydrateG,확인필요,imageUrl
247,내추럴발란스(Natural Balance),어덜트 살몬앤브라운라이스 캣,CAT,355.0,32.0,12.0,31.0,,https://img.funnc.com/mobile/dogpre/product/80/79642_detailView_01807059.png
248,메릭(Merrick),그레인프리 텍사스 스타일 바베큐,DOG,373.0,35.0,16.0,29.0,,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg
249,메릭(Merrick),클래식 그레인프리 리얼 치킨앤스위트포테이토,DOG,367.0,30.0,14.0,35.0,,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg
250,메릭(Merrick),그레인프리 퓨어 비스트로 치킨 캣,CAT,370.0,38.0,15.0,20.0,,https://img.danuri.io/catalog-image/864/517/005/4a55b6902642498bb4245e08bb502252.jpg
251,아이암스(Iams),어덜트 치킨 스몰앤미디엄브리드,DOG,362.0,27.0,15.0,38.0,,https://cdn.dailyvet.co.kr/wp-content/uploads/2024/07/02195757/20240702mars_iams.jpg
252,아이암스(Iams),퍼피 치킨 스몰앤미디엄브리드,DOG,372.0,28.0,16.0,37.0,,https://cdn.dailyvet.co.kr/wp-content/uploads/2024/07/02195757/20240702mars_iams.jpg
253,퓨리나 원(Purina ONE),어덜트 치킨앤라이스 독,DOG,362.0,30.0,15.0,38.0,,https://www.purinapetcare.co.kr/data/files/thumb1_8fe2686a7113e03380ff8dd86740f0d5.jpg
254,퓨리나 원(Purina ONE),인도어 어덜트 참치앤라이스 캣,CAT,371.0,34.0,13.0,36.0,,http://www.purinapetcare.co.kr/data/files/0e4d95e2578dc34f6a6aa5c935ae2788.png
255,어스본 홀리스틱(Earthborn Holistic),시갈 베이 (살몬&허링),DOG,343.0,25.0,13.0,37.0,,https://img.danuri.io/catalog-image/750/555/007/bff3c181bdf04050affb4ac04118cf61.jpg
256,어스본 홀리스틱(Earthborn Holistic),그레이트 플레인스 피스트 (들소&램),DOG,360.0,28.0,14.0,35.0,,https://img.danuri.io/catalog-image/750/555/007/bff3c181bdf04050affb4ac04118cf61.jpg
257,ANF,6프리 캣 치킨,CAT,360.0,38.0,16.0,12.0,,http://shopping.phinf.naver.net/main_3967252/39672528618.20231114151301.jpg
258,웰니스(Wellness),CORE 키튼 그레인프리,CAT,395.0,40.0,19.0,26.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
259,아카나(ACANA),퍼스트 피테 어덜트 캣,CAT,345.0,33.0,16.0,20.0,,https://img.funnc.com/mobile/catpre/product/39/38448_detailView_01922089.png
260,탐사,6프리 어덜트 연어 독,DOG,345.0,24.0,12.0,42.0,,https://thumbnail7.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2402108393469457-b145d68f-574f-4aae-93c6-744f272a058a.jpg
261,탐사,6프리 어덜트 치킨 독,DOG,350.0,25.0,12.0,41.0,,https://img.danuri.io/catalog-image/390/180/014/ceeef6a7171f4582a27a5f9a8b0a7430.jpg
262,닥터도비,힙앤조인트 관절건강 어덜트 독,DOG,338.0,23.0,13.0,40.0,,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/1689523438/B.webp?999433147
263,로반,잘먹잘싸 전연령 독,DOG,328.0,22.0,11.0,42.0,,https://img.funnc.com/mobile/dogpre/product/98/97534_detailView_01613994.png
264,건강백서,전연령 생선 독,DOG,335.0,23.0,12.0,40.0,,https://img.funnc.com/mobile/dogpre/product/37/36251_detailView_01066210.png
